"id","verbatim","rating","manual_label","label_confidence","issue_type","is_mixed","justification_courte"
"90","Je n'ai pas recu mes produits et a du annuler la commande","1","Négatif","Haute","Commande incomplète","False","Problème concret: nul"
"91","Déçu de A à Z - Livraison longue, photo mal faites donc quand j'ai reçu les produits je m'attendais pas à ces matières, frais de livraisons trop élevées, les tailles xs me sont trop petites et taille s trop grand pour la même marque. Défaut sur un des articles donc demande de retour le 16/04, nous sommes le 25/04 je n'ai toujours pas de retour.","1","Négatif","Moyenne","Livraison trop longue","False","Signal négatif: déçu"
"92","Il faut mieux n'avoir aucun soucis sur l'etat de réception du colis sinon ils ont vite trouvé la solution .... 10€ de compensation.....je rigole","1","Négatif","Moyenne","Livraison retardée","False","Signal négatif: souci"
"93","Le pantalon n’était pas la couleur demandée initialement beige j’ai reçu bleu marine","1","Négatif","Faible","Produit non conforme","False","Note 1/5, insatisfaction implicite"
"94","Les produits mal décrit rien ne va","1","Négatif","Faible","Produit non conforme","False","Note 1/5, insatisfaction implicite"
"95","Édit : on nous a proposé une solution adaptée mais il a fallut payer en plus (au final pas le choix car c’était soit ca, soit on laissait le bébé sur le parking) Nous avions donc réservé des logements pour 10 personnes, ils ont fait leur sauce et adapté de manière à ce que seulement neuf ne rentrent et nous avons dû rajouter 90€! Aucun respect du client ni même des conditions! Pour ma part vraiment fini ce site mensonger
Showroomprive est vraiment lunaire comme site…… ne perdez ni votre temps ni votre argent eh allez sur des sites fiables et sérieux!!!

A fuir impérativement…. Réservation faite hier soir pour 10 personnes au mois de juin (7 adultes, 2 enfants et 1 bébé).
Nous choisissons des chambres adaptées et après la réservation nous nous rendons compte que la composition des chambres a été modifiée! Nous nous retrouvons donc avec 3 logements 3 personnes pour 10!!!!!! Showroomprive se renseigne mais pense ne rien pouvoir faire (à mourir de rire quand même car quand on réserve pour 10 on ne doit pas se retrouver avec un logement pour 9).
J’ai joins directement la résidence qui me confirme qu’il sera impossible d’être à 10 dans des logement adaptés à 9 personnes car ce n’est pas autorisé!
En attendant nous attendons un retour de Showroom qui nous a répondu de manière très hautaine au téléphone et nous a même menti en nous disant qu’il n’y avait plus de logement comme choisi initialement alors que ceux ci sont encore disponible sur leur site!
De quel droit changer la composition et ne pas respecter ses engagements ? Pour moi c’est clairement de l’escroquerie et surtout c’est totalement illégal
Donc un conseil fuyez
Je commandais régulièrement mais pour ma part ce sera clairement la dernière fois! Tout simplement inacceptable et inadmissible de se moquer ainsi des clients!
Il aurait été tellement simple d’avoir à faire à des gens de bonne foi et une solution très simple aurait pu être apportée mais on nous propose uniquement de patienter 72h en nous disant que probablement il n’y aura rien à faire….","1","Négatif","Moyenne","Avis mixte","True","Problème concret: inadmissible"
"96","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"97","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"98","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"99","","1","Négatif","Faible","Aucun texte","False","Aucun verbatim; label déduit de la note"
"100","Je n ai pas eu ma commande précédente et aucun remboursement
Déplorable vous vous renvoyer la balle avec le transporteur c est insupportable","1","Négatif","Faible","Retour/remboursement","False","Note 1/5, insatisfaction implicite"
"101","Les produits vendus ne correspondent absolument pas à la photo du produit présenté - Les produits vendus ne correspondent absolument pas à la photo du produit neuf présenté ! C'est inadmissible. L'assistant virtuel prétend qu'il est impossible de contacter le service client car ils ferment à 19 h, alors qu'il était 18 h. En général, ils remboursent, mais pas pour deux livraisons ! Même en cas d'arnaque, vous payez ! Je n'achèterai plus jamais rien chez eux. Numéro de commande : 344396029.","1","Négatif","Haute","Service client","False","Problème concret: inadmissible"
"102","La commande devait être livrée à mon domicile, j’ai payé les frais de livraison pour cela.
Hors, le livreur GLS, dépose tous ses colis dans un carrefour city à 1km de chez moi, les employés de chez carrefour me l’ont dit.
Je trouve cela inadmissible de payer des frais plus chers pour être livré chez soi et de devoir marcher 2km pour récupérer le colis. Il serait bon de mettre les choses au point avec GLS. Si cela se reproduisait, je ne commanderai plus sur votre site !","1","Négatif","Haute","Frais livraison","False","Problème concret: inadmissible"
"103","Les frais de livraison sont très élevés et Lorsque vous retournez un article...il faut ENCORE payer les frais de retour alors que la plupart des sites vous envoie GRATUITEMENT une étiquette prépayée
A vous faire réfléchir avant de commander..
De plus les délais sont très très longs pour la réception de la commande","1","Négatif","Moyenne","Retour/remboursement","False","Signal négatif: très élevé"
"104","J’ai été débité d’une commande alors qu’elle n’apparaît pas sur le site en plus ils se déresponsabilise du débit et aucun geste commercial n’est effectué pour la raison qu’ils ne font pas de geste commercial alors qu’ils sont responsables des sites marchands logiquement alors je déconseille à fuir","1","Négatif","Haute","Problème facturation","False","Problème concret: à fuir"
"105","SITE A FUIR,
remboursement partiel sous faux pretexte, et aucune ecoute du service client","1","Négatif","Faible","Service client","False","Note 1/5, insatisfaction implicite"
"106","Site voleur - 1 er commande pour des bougies deux bougies manquais dans le carton un remboursement a été fait , et là je commande des vêtements bébé un me va pas je demande un retour on me propose un renvoi avec étiquette ce que je fait et on me rembourse pas la totalité du produit pour des frai de renvoi du jamais vu donc vous payer 6e en point relais et on me reprend 6.50 pour le renvoyer ! Se site c est du vol !","1","Négatif","Haute","Retour/remboursement","False","Problème concret: voleur"
"107","Fausses promesses , fausses remises - Manière habile de showroom de ne pas valider des bon achats parrainage ou autre . J'ai passé cde de 3 paires de chaussures 12€90 , 12€90 , et 14€90 + 5€49 de port mais moins 10€ de bon parrainage total 36€19 . Étrangement la paire de chaussures à 14€90 n'est pas livrable . Je n'ai eu un remboursement que de 4€90 . Le bon de 10€ à été annulé , mais , grand seigneur , il est revenu sur mon compte. Je peux donc m'en reservir pour un nouvel achat , qui sera certainement annulé si un article n'est pas livrable . Bref c'est une manière détournée de proposer de fausses réductions . Merci showroom , vous êtes rayé de ma carte . Mais vous êtes fort , je vous l'accorde","1","Négatif","Haute","Retour/remboursement","False","Problème concret: nul"
"108","Cliente depuis de nombreuses années…au revoir .... non adieu - Cliente depuis de nombreuses années, j'ai toujours était satisfaite par Showroom privé sauf sur ma dernière commande du 24/03 d'un montant de 169.77€ payé par carte cadeau de 80€ et par CB de 89.77€.
Lors de l'ouverture de mon colis il y a 2 erreurs : La première ce n'est pas le bon article et la seconde ce n'est pas la bonne taille, je contacte le service client, qui m'indique que ces articles ne sont plus disponibles, qu’un retour est possible et qu'un remboursement monétaire aura lieu.
J'imprime les documents de retours, je m’embête à empaqueter individuellement les colis (car 2 retours sinon c'est pas drôle !), j'apporte ceci au point relais (au prix du carburant actuellement c'est le top !) Les colis arrivent au bout d'une semaine et surprise : je reçois en guise de remboursement des cartes cadeaux ! Je contacte le service client qui m'indique qu'il s'agit des CGV et que c'est comme ça. Je leur signale que l'erreur vient de chez eux, que je n'ai pas à subir l’incompétence du préparateur de commande qui au passage devrait consulter un ophtalmo ... On me propose de me contacter par le service client afin de peut être trouver uns solution car la personne n'avait plus d'arguments. Au bout de 3 jours, je reçois un appel d'une personne qui avait appris par cœur son argumentaire commercial qui était désolée mais qui m'indiquait que je devais avoir connaissance des CGV, qu'elle ne pouvait rien faire pour moi a part un bon d'achat que j'ai refusé par principe sans même en connaitre le montant.
La carte cadeau ne m'a pas été offerte par showroom privé qui s'approprie selon moi ce montant, après utilisation des 2 cartes de cadeaux de remboursement ( qui d’ailleurs ne sont même pas cumulables pour une seule commande : la grosse blague !) je supprimerai mon compte définitivement, et j'irais voir la concurrence, en faisant au passage une très mauvaise réputation à Showroomprivé.","1","Négatif","Moyenne","Service client","True","Problème concret: très mauvais"
"109","La livraison n a pas été effectuée du fait d un numéro manquant sur la rue.
Je n' ai jamais été contactée par le livreur et je n' ai pas été informée du problème de livraison ( je l ai vu en consultant le suivi mais il fallait créer encore un compte pour avoir plus d infos). Le colis a été retourné...et ohhhh suprise... Le remboursement a été amputé de 10€... Au motif que cela correspondait aux frais de retour...car c était de ma ne faute si le colis n'a avait pas été réclamé !!!!!","1","Négatif","Moyenne","Retour/remboursement","False","Signal négatif: problème"
